,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Bwd Packet Length Max,-0.12145849603592368,-0.05781000396972946,0.7112350059790181,0.9041065659463787,0.6400035701437886,0.9930010420213652,0.6170522995206491,-0.15865779095132135,0.5698057340642777,0.6421793484798213,1.0,-0.13403633952631291,0.9122935400758563,0.90301271014532,0.48512287564208084,0.1742374166573212,-0.19556525646519932,0.743360991804092,-0.10435468017180502,-0.7454957536318454,-0.3061167466571558,-0.3912998089833119,0.6440670854229861,-0.3375080807361052,-0.546049864399278,0.8685492338794998,0.8503005254591006,0.8672815101122466,0.8593932673877477,0.6308914164100419,-0.12304084866728261,0.7131639687912232,0.8710343693743908,0.14151740232675172,0.4406333609512978,-0.1561463421966389,0.9859505111023487,0.8061728254822641,0.8935031283755243,0.8935031283754995,-0.02933806914887018,-0.12304084866728261,0.6377773646703508,0.8168818029069508,-0.7509669210506799,-0.07569075336202528,0.6377689554566414,0.546790860005172,0.7857491335550335,0.5698057340642777,0.9122935400758563,0.7112350059790181,0.6400035701437886,0.9041065659463787,0.9930010420213652,0.4389009409998689,0.6933543045201866,0.8202535499559422,0.10534812134793144,0.19214804162786717,0.19199139752412975,0.19234416923623932,0.1916739956700202,-0.38986884113002696,0.14266722780543542,-0.3891884174135556,-0.39147411446026875
Bwd Packet Length Min,0.914439358003294,-0.24750445153958353,-0.42169313950943843,-0.15855200116609441,0.010871544326064847,-0.1271322183206133,0.011034823396279545,0.9401410885186433,0.04303980752364665,-0.31421468242358674,-0.13403633952631291,1.0,-0.053539640724977536,-0.31465688620339016,0.2257721354068255,0.2124066389895962,-0.19625726936248986,-0.18263412905651405,-0.23378133518337105,0.1493516049250648,-0.2861628891671205,-0.2779109356280742,-0.31182257229153354,-0.2852463060040548,-0.24181651235257204,-0.21973161614650769,-0.2122947859090214,-0.2956315489729896,-0.21809281318417573,-0.14076683570219567,0.021777270674874623,-0.45660231638823856,-0.1801272262789317,0.2031843487154386,0.25517978090601334,0.9453652934747108,-0.14854205732212347,-0.10112608312977867,-0.14928607738125912,-0.14928607738125954,-0.00909594643121425,0.021777270674874623,-0.27098429643511446,-0.34751899540877934,-0.18510459845321955,-0.027242126772451327,-0.2709861117640662,0.24751558184060063,-0.06720708720350499,0.04303980752364665,-0.053539640724977536,-0.42169313950943843,0.010871544326064847,-0.15855200116609441,-0.1271322183206133,-0.4670758509223424,-0.31931543151266556,-0.20380553902250714,-0.6836406735739239,-0.03178509331333707,-0.04357953292454247,-0.032249726393262665,-0.03137718613959298,-0.1318725295805134,-0.04888996664033452,-0.13173578856644974,-0.1320602122142574
Bwd Packet Length Mean,-0.048869076921972655,-0.17266508600411018,0.5361862342151555,0.7739827944120465,0.49474734554639593,0.905019733232247,0.4941431336898203,-0.08299464164727455,0.49102407019166117,0.5400964330406969,0.9122935400758563,-0.053539640724977536,1.0,0.9522006479087775,0.5458442700487854,0.24533869299179298,-0.26016883022078935,0.6790334666118728,-0.17791465946238935,-0.764192873747209,-0.4661346663247196,-0.5340889380381536,0.5021944477830146,-0.48879406422797683,-0.5571258812987467,0.7630563499969667,0.770947178670183,0.7964672634913895,0.7853782692232422,0.5530757341448166,-0.12074693359629016,0.5394934668703713,0.7284904183662205,0.20491899003736386,0.5127835462804872,-0.08027864131879595,0.8927537284315417,0.7992596428215734,0.9677457171517804,0.9677457171518372,-0.027768128070227334,-0.12074693359629016,0.719606644322179,0.7831774770311696,-0.7600294258390304,-0.08275723176175227,0.7195981980929744,0.6950628485856611,0.8032190565510204,0.49102407019166117,1.0,0.5361862342151555,0.49474734554639593,0.7739827944120465,0.905019733232247,0.4598201207341029,0.5695322912096155,0.6655306491973002,-0.008475871951823354,0.14000150700972575,0.13840489786231533,0.1399082443536968,0.13936307485372262,-0.4157767959380047,0.0926634710283114,-0.41509987654308195,-0.4172609845301165
Bwd Packet Length Std,-0.28628745279244483,-0.10123149324675781,0.6231480497533305,0.7871922171044209,0.4654347412204063,0.8937438887188988,0.4648386535396685,-0.32630423192347247,0.45148894402961265,0.5942249082302502,0.90301271014532,-0.31465688620339016,0.9522006479087775,1.0,0.456362304940254,0.17600564845029928,-0.19444301373758024,0.7075021739666782,-0.10791388174345382,-0.772140692131712,-0.379988846457626,-0.4451412975710828,0.5612314808059476,-0.40211490618737733,-0.47171795493896646,0.794511881094977,0.80286060562677,0.85128515990752,0.8175441302734764,0.5702327513098249,-0.1191744708085259,0.6351074380445999,0.7493036649908658,0.13842292038546183,0.4243094857987762,-0.3250971337219797,0.8878724935925655,0.7670088463220816,0.9587699043991925,0.9587699043985551,-0.02448123292476699,-0.1191744708085259,0.756550075359864,0.8441015991040169,-0.6823596269777835,-0.07176959376218062,0.7565424103231843,0.6094136723824591,0.7589556927252663,0.45148894402961265,0.9522006479087775,0.6231480497533305,0.4654347412204063,0.7871922171044209,0.8937438887188988,0.5557800154120157,0.623961592267515,0.6936847969246824,0.17669409837096087,0.14253949035762684,0.14446115616301705,0.14271463643617288,0.1421913827158654,-0.36768588625523707,0.10189792215150793,-0.36715113880069783,-0.3689646817131127
Flow Bytes/s,0.24010217636926096,-0.7325404757936081,0.3340537796645138,0.5322107732414478,0.6651894551657599,0.4746760706873134,0.699108539682236,0.21894009939953454,0.7522357270977069,0.6240169463196021,0.48512287564208084,0.2257721354068255,0.5458442700487854,0.456362304940254,1.0,0.8095896009028731,-0.8218402803593564,0.15949835843433072,-0.7637517747441933,-0.5580547260227372,-0.5713577636332264,-0.6205594468584201,0.35901214657884056,-0.5956734827466547,-0.49667064372974884,0.2525874438399958,0.24320889439389595,0.2200684877110891,0.24715530420357856,0.44088099892677013,0.06668741427683418,0.30329924379925965,0.47891976608802855,0.7815870881448005,0.9237535547565615,0.22048313243775727,0.49512180451808213,0.707289800611696,0.5555653704467817,0.5555653704452972,-0.03571642615647206,0.06668741427683418,0.563984091700946,0.5762586997329703,-0.7174587418988243,-0.09070469033792118,0.563979081774677,0.6171450223256264,0.7277477655511758,0.7522357270977069,0.5458442700487854,0.3340537796645138,0.6651894551657599,0.5322107732414478,0.4746760706873134,0.4800731350317483,0.5572140003361555,0.5001134449092848,-0.21975750484951379,-0.13463135998162207,-0.1130233382850155,-0.13472356253810697,-0.13469282033050026,-0.5722052715611192,-0.13925193954587492,-0.5716334681852953,-0.5731217973430306
Flow Packets/s,0.23237580207284003,-0.9668481846598656,0.09809662950961225,0.2510161851338868,0.41034715385584813,0.16285189153650936,0.4471586032124538,0.20720626620023463,0.5099218443673922,0.38529812350886644,0.1742374166573212,0.2124066389895962,0.24533869299179298,0.17600564845029928,0.8095896009028731,1.0,-0.9985159551339674,-0.09378374833543017,-0.9874704234725081,-0.40069772719323743,-0.664809198301044,-0.683129751289537,0.15358998247769678,-0.685045300142304,-0.4323254885125145,-0.04448915326092582,-0.05142509065900651,-0.062044336541565624,-0.04866386264416863,0.1947505003893479,0.07600638927946826,0.09684652204684144,0.1988824942974369,0.9961790731453789,0.8104892488747367,0.2102213710709715,0.17838008294156563,0.413223469834773,0.2553356315425475,0.25533563153938016,0.030431056533944185,0.07600638927946826,0.3707280143343856,0.34690131952426234,-0.47211409566860296,0.03662063423474186,0.3707199876883596,0.4507691601982435,0.43723788555551385,0.5099218443673922,0.24533869299179298,0.09809662950961225,0.41034715385584813,0.2510161851338868,0.16285189153650936,0.4393165856587063,0.38084052672037993,0.21055304831468263,-0.16561729221408697,-0.2393636920607886,-0.1991701005519965,-0.2393877299993525,-0.23943800985096828,-0.700519114269177,-0.23079827938517974,-0.700272731772549,-0.7006081429250596
Flow IAT Mean,-0.21635831549937204,0.9579600324428388,-0.13007462231252345,-0.27793057968723917,-0.4365632734883497,-0.18484587168822347,-0.47166147669292596,-0.1910669790157393,-0.532361792121516,-0.41235584379204615,-0.19556525646519932,-0.19625726936248986,-0.26016883022078935,-0.19444301373758024,-0.8218402803593564,-0.9985159551339674,1.0,0.07097062421798207,0.982314916388815,0.41861100929251843,0.6515143382911218,0.6737689787336973,-0.18331409336564744,0.6732618767266763,0.4320127750956741,0.02089382127849203,0.028957021870334835,0.04225030822906863,0.026587329475656542,-0.21780337580240783,-0.07609709205745889,-0.12690072172840833,-0.22584556756259266,-0.9933292761518211,-0.8206513331270245,-0.19383315158414374,-0.20004617375228437,-0.43599024195242053,-0.2717940665289583,-0.27179406652555566,-0.0295523938509998,-0.07609709205745889,-0.3859231752667081,-0.37091722989495346,0.48793913052712673,-0.03401853368872773,-0.3859155438177967,-0.45543714425494825,-0.45844635869623795,-0.532361792121516,-0.26016883022078935,-0.13007462231252345,-0.4365632734883497,-0.27793057968723917,-0.18484587168822347,-0.45676987538750263,-0.4084671848584752,-0.2412504230027844,0.1523962930757982,0.2283823888359976,0.18994767700429552,0.22841142339877119,0.2284478259330459,0.6975089467018541,0.2209419288880765,0.6971604870337491,0.6977581791901937
Flow IAT Std,-0.17687589977062126,0.2060512414085959,0.7783079589316835,0.7458004046477453,0.5304073277631338,0.7557941683149111,0.497681577009669,-0.18282899527357577,0.4365773388021411,0.5361695026295666,0.743360991804092,-0.18263412905651405,0.6790334666118728,0.7075021739666782,0.15949835843433072,-0.09378374833543017,0.07097062421798207,1.0,0.16754843164311664,-0.6686157394339804,-0.09899683649895415,-0.19418017716402347,0.7454169922259265,-0.1341043490734862,-0.47481571840863046,0.9023931857225859,0.9102681558582506,0.8690267774257281,0.9119151345115184,0.6674953215845694,0.011151019835618342,0.7478132733014458,0.7890848364867595,-0.12451012771831658,0.14794313593110392,-0.18687267061751464,0.7736643649352327,0.5593644860454422,0.7110273518207885,0.7110273518250178,-0.009088716495868761,0.011151019835618342,0.41253783155062995,0.6281906815300593,-0.5522856586288445,-0.024713871977877916,0.41254860255444825,0.35710964121930483,0.5310884098666556,0.4365773388021411,0.6790334666118728,0.7783079589316835,0.5304073277631338,0.7458004046477453,0.7557941683149111,0.16864340685816234,0.544003768174767,0.7678269944734362,0.2496953301333734,0.3821275492216696,0.316625951491683,0.3821266330606582,0.38213297964265386,-0.2708823643383814,0.30245513555431996,-0.2677824070723925,-0.27537433926830385
Flow IAT Max,-0.24913067390562224,0.9815624685689596,-0.01869922139500528,-0.1769883796593336,-0.3399862629684638,-0.09172313266460735,-0.3857881524191341,-0.22629220940086348,-0.4543051374196314,-0.32434913843729635,-0.10435468017180502,-0.23378133518337105,-0.17791465946238935,-0.10791388174345382,-0.7637517747441933,-0.9874704234725081,0.982314916388815,0.16754843164311664,1.0,0.3251244573710468,0.6713126605530211,0.6699966480663684,-0.07848855653260324,0.687161254267928,0.3882037356563234,0.11170894103218679,0.1164700208458081,0.13118132419511203,0.12003353337123517,-0.156713146551759,-0.07260166064776717,-0.019754974915618388,-0.12466599656589178,-0.9912773233883714,-0.7706313273429664,-0.2294552648288232,-0.10553056910309976,-0.34333491257046844,-0.18333326413774303,-0.18333326411861517,-0.03174181563353132,-0.07260166064776717,-0.3318620126629862,-0.28136008835708237,0.4144658528496517,-0.037636683655165974,-0.3318549541002391,-0.40526789146462244,-0.3690847119273797,-0.4543051374196314,-0.17791465946238935,-0.01869922139500528,-0.3399862629684638,-0.1769883796593336,-0.09172313266460735,-0.4037691545774668,-0.3230128895103091,-0.13045934244016044,0.18390141593209405,0.2927746106624342,0.2432542246101903,0.2924669528964607,0.2928111419565599,0.7071703815585698,0.2714382012727042,0.7073050735734152,0.7065966853400737
Flow IAT Min,0.10965835081101,0.2961468213574106,-0.626073872279668,-0.7385680521741209,-0.5818541654672562,-0.7432072212072438,-0.5703099896373097,0.14578405445534257,-0.5604165883862228,-0.6145290203219854,-0.7454957536318454,0.1493516049250648,-0.764192873747209,-0.772140692131712,-0.5580547260227372,-0.40069772719323743,0.41861100929251843,-0.6686157394339804,0.3251244573710468,1.0,0.4170832201445206,0.5021335816621153,-0.6038283266579821,0.4472053649949731,0.6219914838763582,-0.6752076267805923,-0.6763350127801683,-0.6875152120953898,-0.6896239540304486,-0.48445856974986395,0.012252163942095936,-0.6168375903564781,-0.7217840682015224,-0.3681988269336221,-0.5435151341621497,0.14834993397411916,-0.7588808334035276,-0.7055563431538168,-0.793259203694949,-0.7932592038670356,-0.00944189197171768,0.012252163942095936,-0.6102049732998172,-0.7439728718141569,0.678659693117011,0.025517839107902954,-0.610201465726115,-0.5815314011338761,-0.6975302484191827,-0.5604165883862228,-0.764192873747209,-0.626073872279668,-0.5818541654672562,-0.7385680521741209,-0.7432072212072438,-0.4643023269823987,-0.6339972575238729,-0.7095515136044123,-0.12074125086149881,-0.1583340560539805,-0.1558594789338393,-0.15826521814719077,-0.15794068181019488,0.49262121983740187,-0.10390697887761315,0.4909986941026182,0.495115270202068
